slot,seed,profile,method,finite_gap,method_label,running_mean_finite_gap
11,1002,balanced,myopic_reoptimization,9.45931085296155,Myopic Re-optimization,1.6260053351214168
12,1002,balanced,myopic_reoptimization,12.675849298736637,Myopic Re-optimization,2.4759933323225876
13,1002,balanced,myopic_reoptimization,15.977415349642058,Myopic Re-optimization,3.440380619273978
14,1002,balanced,myopic_reoptimization,19.001927000103024,Myopic Re-optimization,4.477817044662582
15,1002,balanced,myopic_reoptimization,21.503824698358983,Myopic Re-optimization,5.541942523018607
16,1002,balanced,myopic_reoptimization,23.54579385401564,Myopic Re-optimization,6.600992601312549
17,1002,balanced,myopic_reoptimization,25.213469583251594,Myopic Re-optimization,7.635019100309163
18,1002,balanced,myopic_reoptimization,24.7988613894953,Myopic Re-optimization,8.538379220792644
19,1002,balanced,myopic_reoptimization,24.375444761835297,Myopic Re-optimization,9.330232497844777
20,1002,balanced,myopic_reoptimization,28.50857452378409,Myopic Re-optimization,10.243486880032364
21,1002,balanced,myopic_reoptimization,35.96739649605934,Myopic Re-optimization,11.41275549894268
22,1002,balanced,myopic_reoptimization,47.95397101501612,Myopic Re-optimization,13.001503999641525
23,1002,balanced,myopic_reoptimization,63.569059413889136,Myopic Re-optimization,15.108485475235176
24,1002,balanced,myopic_reoptimization,81.40937011104347,Myopic Re-optimization,17.76052086066751
25,1002,balanced,myopic_reoptimization,101.15777111554485,Myopic Re-optimization,20.96810740893202
26,1002,balanced,myopic_reoptimization,122.0144617346068,Myopic Re-optimization,24.710564976549605
27,1002,balanced,myopic_reoptimization,142.57821628464467,Myopic Re-optimization,28.920123951838715
28,1002,balanced,myopic_reoptimization,163.13834955232005,Myopic Re-optimization,33.54833862771738
29,1002,balanced,myopic_reoptimization,182.2567048328658,Myopic Re-optimization,38.505284167888995
30,1002,balanced,myopic_reoptimization,199.32872826043808,Myopic Re-optimization,43.693137203132515
31,1002,balanced,myopic_reoptimization,215.1505616386737,Myopic Re-optimization,49.05118171674317
32,1002,balanced,myopic_reoptimization,230.42986043356223,Myopic Re-optimization,54.54750531422254
33,1002,balanced,myopic_reoptimization,244.70588020019363,Myopic Re-optimization,60.1403986932217
34,1002,balanced,myopic_reoptimization,257.2234354590976,Myopic Re-optimization,65.77134260081814
35,1002,balanced,myopic_reoptimization,268.1307419660527,Myopic Re-optimization,71.39243702763022
36,1002,balanced,myopic_reoptimization,277.70110167590224,Myopic Re-optimization,76.96834688298891
37,1002,balanced,myopic_reoptimization,286.24319528818523,Myopic Re-optimization,82.47557973575724
38,1002,balanced,myopic_reoptimization,293.8837331798932,Myopic Re-optimization,87.89630161894021
39,1002,balanced,myopic_reoptimization,303.7707233862243,Myopic Re-optimization,93.29316216312232
40,1002,balanced,myopic_reoptimization,312.85777715963377,Myopic Re-optimization,98.64839667523235
41,1002,balanced,myopic_reoptimization,321.610148911554,Myopic Re-optimization,103.9570098237162
42,1002,balanced,myopic_reoptimization,329.2663646991532,Myopic Re-optimization,109.19676226267985
43,1002,balanced,myopic_reoptimization,335.8821882148918,Myopic Re-optimization,114.34870376159375
44,1002,balanced,myopic_reoptimization,341.0546014651991,Myopic Re-optimization,119.38661259945165
45,1002,balanced,myopic_reoptimization,345.7923146501148,Myopic Re-optimization,124.30847568750956
46,1002,balanced,myopic_reoptimization,348.9435380090963,Myopic Re-optimization,129.08794509860715
47,1002,balanced,myopic_reoptimization,352.3306643327241,Myopic Re-optimization,133.73883508265126
48,1002,balanced,myopic_reoptimization,354.74428261614867,Myopic Re-optimization,138.24915033843692
49,1002,balanced,myopic_reoptimization,354.72206640250033,Myopic Re-optimization,142.57860865971818
50,1002,balanced,myopic_reoptimization,351.2912439617735,Myopic Re-optimization,146.67101327348396
51,1002,balanced,myopic_reoptimization,347.4606982561,Myopic Re-optimization,150.5323533693035
52,1002,balanced,myopic_reoptimization,343.2604726292893,Myopic Re-optimization,154.1687329779825
53,1002,balanced,myopic_reoptimization,338.81783688544147,Myopic Re-optimization,157.5881608281206
54,1002,balanced,myopic_reoptimization,336.110160461802,Myopic Re-optimization,160.83401536691483
55,1002,balanced,myopic_reoptimization,333.59156952335024,Myopic Re-optimization,163.91897169113687
56,1002,balanced,myopic_reoptimization,329.9460841409227,Myopic Re-optimization,166.83172804990505
57,1002,balanced,myopic_reoptimization,324.3080046956952,Myopic Re-optimization,169.54683626793593
58,1002,balanced,myopic_reoptimization,318.02583950940834,Myopic Re-optimization,172.0634295432151
59,1002,balanced,myopic_reoptimization,310.852977305125,Myopic Re-optimization,174.37658867258025
60,1002,balanced,myopic_reoptimization,305.1436015160448,Myopic Re-optimization,176.5203101946043
61,1002,balanced,myopic_reoptimization,300.1106923001962,Myopic Re-optimization,178.51370345437192
62,1002,balanced,myopic_reoptimization,296.4603590933266,Myopic Re-optimization,180.38587259149816
63,1002,balanced,myopic_reoptimization,291.5081977492382,Myopic Re-optimization,182.12215892208786
64,1002,balanced,myopic_reoptimization,285.34053165684827,Myopic Re-optimization,183.71013388723802
65,1002,balanced,myopic_reoptimization,278.7185341460197,Myopic Re-optimization,185.14965510328014
66,1002,balanced,myopic_reoptimization,272.3210568878605,Myopic Re-optimization,186.45072080155748
67,1002,balanced,myopic_reoptimization,265.19199307250415,Myopic Re-optimization,187.60868068789495
68,1002,balanced,myopic_reoptimization,257.44078342778107,Myopic Re-optimization,188.6207401478933
69,1002,balanced,myopic_reoptimization,249.78071258298883,Myopic Re-optimization,189.4944540398232
70,1002,balanced,myopic_reoptimization,240.937896977398,Myopic Re-optimization,190.21900957415525
71,1002,balanced,myopic_reoptimization,232.14457416571736,Myopic Re-optimization,190.8013090823714
72,1002,balanced,myopic_reoptimization,223.2780902523641,Myopic Re-optimization,191.24619649565898
73,1002,balanced,myopic_reoptimization,215.15732717316723,Myopic Re-optimization,191.56931988319286
74,1002,balanced,myopic_reoptimization,206.8852240857928,Myopic Re-optimization,191.77353193922752
75,1002,balanced,myopic_reoptimization,197.79672752650845,Myopic Re-optimization,191.8527845127444
76,1002,balanced,myopic_reoptimization,189.8421100338756,Myopic Re-optimization,191.82667185717466
77,1002,balanced,myopic_reoptimization,181.9983631470048,Myopic Re-optimization,191.70066789935197
78,1002,balanced,myopic_reoptimization,174.24811936277433,Myopic Re-optimization,191.47974956344592
79,1002,balanced,myopic_reoptimization,166.80367782143526,Myopic Re-optimization,191.1712986666708
80,1002,balanced,myopic_reoptimization,160.18843702869344,Myopic Re-optimization,190.7887942020044
81,1002,balanced,myopic_reoptimization,155.20900573651534,Myopic Re-optimization,190.35489434266916
82,1002,balanced,myopic_reoptimization,149.96824377406892,Myopic Re-optimization,189.86830819124026
83,1002,balanced,myopic_reoptimization,144.5934241308894,Myopic Re-optimization,189.3293214762361
84,1002,balanced,myopic_reoptimization,2779.708556960135,Myopic Re-optimization,219.80437130545843
85,1002,balanced,myopic_reoptimization,132.74770637280085,Myopic Re-optimization,218.79208450391587
86,1002,balanced,myopic_reoptimization,127.32508774125064,Myopic Re-optimization,217.74073971354042
87,1002,balanced,myopic_reoptimization,122.57026727145104,Myopic Re-optimization,216.65925707215303
88,1002,balanced,myopic_reoptimization,117.0841865692148,Myopic Re-optimization,215.5404360552661
89,1002,balanced,myopic_reoptimization,108.14450498043902,Myopic Re-optimization,214.34714793221247
90,1002,balanced,myopic_reoptimization,106.2017667828759,Myopic Re-optimization,213.15873715035164
91,1002,balanced,myopic_reoptimization,102.5987771834707,Myopic Re-optimization,211.95699845505945
92,1002,balanced,myopic_reoptimization,98.18555608842166,Myopic Re-optimization,210.73364961240742
93,1002,balanced,myopic_reoptimization,94.2321613378656,Myopic Re-optimization,209.49427207757188
94,1002,balanced,myopic_reoptimization,82.185519689275,Myopic Re-optimization,208.15417994716876
95,1002,balanced,myopic_reoptimization,86.11305860604512,Myopic Re-optimization,206.88291826653202
96,1002,balanced,myopic_reoptimization,81.61912326060428,Myopic Re-optimization,205.591538936574
97,1002,balanced,myopic_reoptimization,80.15057201206355,Myopic Re-optimization,204.3115290699974
98,1002,balanced,myopic_reoptimization,77.45093606161026,Myopic Re-optimization,203.03010893859954
99,1002,balanced,myopic_reoptimization,74.87313628420907,Myopic Re-optimization,201.74853921205562
100,1002,balanced,myopic_reoptimization,73.36115998911464,Myopic Re-optimization,200.47737704153147
101,1002,balanced,myopic_reoptimization,69.894299870939,Myopic Re-optimization,199.19715079476094
102,1002,balanced,myopic_reoptimization,68.2716629024336,Myopic Re-optimization,197.92602955308786
103,1002,balanced,myopic_reoptimization,66.3924393427501,Myopic Re-optimization,196.66128349337308
104,1002,balanced,myopic_reoptimization,63.55775744379616,Myopic Re-optimization,195.39363086432948
105,1002,balanced,myopic_reoptimization,63.44260847088663,Myopic Re-optimization,194.14880989835362
106,1002,balanced,myopic_reoptimization,62.16748698552431,Myopic Re-optimization,192.91533959075707
107,1002,balanced,myopic_reoptimization,60.419166311774575,Myopic Re-optimization,191.68852317150723
108,1002,balanced,myopic_reoptimization,59.01955438385437,Myopic Re-optimization,190.47137666886823
109,1002,balanced,myopic_reoptimization,57.15770117427837,Myopic Re-optimization,189.25943416437195
110,1002,balanced,myopic_reoptimization,56.276691871555954,Myopic Re-optimization,188.06139144101326
111,1002,balanced,myopic_reoptimization,55.66061877156813,Myopic Re-optimization,186.87924168503605
112,1002,balanced,myopic_reoptimization,52.91410234854152,Myopic Re-optimization,185.6937094785184
113,1002,balanced,myopic_reoptimization,52.25414406432424,Myopic Re-optimization,184.52318697488514
114,1002,balanced,myopic_reoptimization,50.161818114995526,Myopic Re-optimization,183.35482724566867
115,1002,balanced,myopic_reoptimization,49.43291890352805,Myopic Re-optimization,182.20032803582265
116,1002,balanced,myopic_reoptimization,48.04952293976373,Myopic Re-optimization,181.05373995807855
117,1002,balanced,myopic_reoptimization,47.580031483005314,Myopic Re-optimization,179.92260683540846
118,1002,balanced,myopic_reoptimization,44.68415148358031,Myopic Re-optimization,178.7861492274099
119,1002,balanced,myopic_reoptimization,43.45263133386993,Myopic Re-optimization,177.6583699116304
120,1002,balanced,myopic_reoptimization,42.25546358973452,Myopic Re-optimization,176.53933762797837
121,1002,balanced,myopic_reoptimization,41.81253578713938,Myopic Re-optimization,175.43501958010265
122,1002,balanced,myopic_reoptimization,40.87522947084915,Myopic Re-optimization,174.34103754669405
123,1002,balanced,myopic_reoptimization,39.5083467105186,Myopic Re-optimization,173.25367713672492
124,1002,balanced,myopic_reoptimization,39.07542922650316,Myopic Re-optimization,172.18025115344312
125,1002,balanced,myopic_reoptimization,38.9856791320758,Myopic Re-optimization,171.12315137549578
126,1002,balanced,myopic_reoptimization,37.51266316805868,Myopic Re-optimization,170.07110028724824
127,1002,balanced,myopic_reoptimization,37.469189763132704,Myopic Re-optimization,169.03514786127857
128,1002,balanced,myopic_reoptimization,36.03105965775683,Myopic Re-optimization,168.00410841784043
129,1002,balanced,myopic_reoptimization,35.97254939391917,Myopic Re-optimization,166.98848104073335
130,1002,balanced,myopic_reoptimization,35.210620500692585,Myopic Re-optimization,165.9825431740155
131,1002,balanced,myopic_reoptimization,34.521458705352075,Myopic Re-optimization,164.9866258674347
132,1002,balanced,myopic_reoptimization,34.38667013014174,Myopic Re-optimization,164.00467131301895
133,1002,balanced,myopic_reoptimization,32.499012314079096,Myopic Re-optimization,163.02328579810148
134,1002,balanced,myopic_reoptimization,31.838921000204778,Myopic Re-optimization,162.0515497625615
135,1002,balanced,myopic_reoptimization,31.22408600618633,Myopic Re-optimization,161.08958311729407
136,1002,balanced,myopic_reoptimization,31.586045984740625,Myopic Re-optimization,160.1443018243557
137,1002,balanced,myopic_reoptimization,30.217396786431664,Myopic Re-optimization,159.2028025124867
138,1002,balanced,myopic_reoptimization,29.826701631957462,Myopic Re-optimization,158.27203919679943
139,1002,balanced,myopic_reoptimization,29.514083177830344,Myopic Re-optimization,157.35233951094966
140,1002,balanced,myopic_reoptimization,29.848375067882785,Myopic Re-optimization,156.44805607518322
141,1002,balanced,myopic_reoptimization,28.895363257084227,Myopic Re-optimization,155.54979767505577
142,1002,balanced,myopic_reoptimization,28.593414926453534,Myopic Re-optimization,154.6619908026879
143,1002,balanced,myopic_reoptimization,28.266914728392067,Myopic Re-optimization,153.78424721883866
144,1002,balanced,myopic_reoptimization,27.92931173740999,Myopic Re-optimization,152.9162821465529
145,1002,balanced,myopic_reoptimization,27.62152657965828,Myopic Re-optimization,152.05809888924543
146,1002,balanced,myopic_reoptimization,27.31013637481999,Myopic Re-optimization,151.2094732939092
147,1002,balanced,myopic_reoptimization,26.974565804059463,Myopic Re-optimization,150.3700482433021
148,1002,balanced,myopic_reoptimization,26.675861757006487,Myopic Re-optimization,149.53988591789073
149,1002,balanced,myopic_reoptimization,26.45810743569893,Myopic Re-optimization,148.71934072800946
150,1002,balanced,myopic_reoptimization,26.276021838370863,Myopic Re-optimization,147.90845782145556
151,1002,balanced,myopic_reoptimization,26.120742567110824,Myopic Re-optimization,147.10722285267695
152,1002,balanced,myopic_reoptimization,25.93681686525952,Myopic Re-optimization,146.31525941485071
153,1002,balanced,myopic_reoptimization,25.811185046028868,Myopic Re-optimization,145.53276542544276
154,1002,balanced,myopic_reoptimization,25.71189898701857,Myopic Re-optimization,144.75972757745296
155,1002,balanced,myopic_reoptimization,25.62892972945121,Myopic Re-optimization,143.99606861688883
156,1002,balanced,myopic_reoptimization,25.53290588696234,Myopic Re-optimization,143.24152617911858
157,1002,balanced,myopic_reoptimization,25.45529046482625,Myopic Re-optimization,142.49604367459776
158,1002,balanced,myopic_reoptimization,25.39157715265287,Myopic Re-optimization,141.7595375958434
159,1002,balanced,myopic_reoptimization,25.34004771849152,Myopic Re-optimization,141.03191578410994
160,1002,balanced,myopic_reoptimization,25.311824577293464,Myopic Re-optimization,140.3131574536328
161,1002,balanced,myopic_reoptimization,25.30811096643447,Myopic Re-optimization,139.6032497592674
162,1002,balanced,myopic_reoptimization,25.282428932829816,Myopic Re-optimization,138.90189503027082
163,1002,balanced,myopic_reoptimization,25.294038417168395,Myopic Re-optimization,138.20916419726413
164,1002,balanced,myopic_reoptimization,25.269968594331885,Myopic Re-optimization,137.524684223913
165,1002,balanced,myopic_reoptimization,25.22995825635201,Myopic Re-optimization,136.8482099710964
166,1002,balanced,myopic_reoptimization,25.208992302464253,Myopic Re-optimization,136.17971166170338
167,1002,balanced,myopic_reoptimization,25.21281779125229,Myopic Re-optimization,135.51919443628404
168,1002,balanced,myopic_reoptimization,25.24488893325337,Myopic Re-optimization,134.86668375283415
169,1002,balanced,myopic_reoptimization,25.288457057235405,Myopic Re-optimization,134.22210594874238
170,1002,balanced,myopic_reoptimization,25.342689627291406,Myopic Re-optimization,133.5853842158684
171,1002,balanced,myopic_reoptimization,25.38576825875225,Myopic Re-optimization,132.95631668123403
172,1002,balanced,myopic_reoptimization,25.4121704738493,Myopic Re-optimization,132.3346742176075
173,1002,balanced,myopic_reoptimization,25.47621463604856,Myopic Re-optimization,131.72054513955257
174,1002,balanced,myopic_reoptimization,25.56811020414341,Myopic Re-optimization,131.11395979706452
175,1002,balanced,myopic_reoptimization,25.68027570005802,Myopic Re-optimization,130.51490477378607
176,1002,balanced,myopic_reoptimization,25.824439714177515,Myopic Re-optimization,129.92343321977697
177,1002,balanced,myopic_reoptimization,25.983862573136435,Myopic Re-optimization,129.33950304760484
178,1002,balanced,myopic_reoptimization,26.16090178270531,Myopic Re-optimization,128.76308628076183
179,1002,balanced,myopic_reoptimization,26.34269566697776,Myopic Re-optimization,128.19408411068525
180,1002,balanced,myopic_reoptimization,26.54515805990104,Myopic Re-optimization,127.63248783416158
181,1002,balanced,myopic_reoptimization,26.807466243958856,Myopic Re-optimization,127.07850419905058
182,1002,balanced,myopic_reoptimization,27.0980522587048,Myopic Re-optimization,126.53216293161698
183,1002,balanced,myopic_reoptimization,27.43162124320429,Myopic Re-optimization,125.99357303113649
184,1002,balanced,myopic_reoptimization,27.787972764346705,Myopic Re-optimization,125.46273194861331
185,1002,balanced,myopic_reoptimization,28.162827032968607,Myopic Re-optimization,124.93961418024962
186,1002,balanced,myopic_reoptimization,28.549105204597367,Myopic Re-optimization,124.42415691300015
187,1002,balanced,myopic_reoptimization,28.97784800074112,Myopic Re-optimization,123.91646378048813
188,1002,balanced,myopic_reoptimization,29.41765309980974,Myopic Re-optimization,123.41647007318295
189,1002,balanced,myopic_reoptimization,29.89522871013856,Myopic Re-optimization,122.92425301337745
190,1002,balanced,myopic_reoptimization,30.39765195415941,Myopic Re-optimization,122.43982054709883
191,1002,balanced,myopic_reoptimization,30.908830091997515,Myopic Re-optimization,121.96309663847852
192,1002,balanced,myopic_reoptimization,31.44554649456745,Myopic Re-optimization,121.49409378799193
193,1002,balanced,myopic_reoptimization,31.974849107056,Myopic Re-optimization,121.03265438242008
194,1002,balanced,myopic_reoptimization,32.54286378439383,Myopic Re-optimization,120.57886058448149
195,1002,balanced,myopic_reoptimization,33.105735616208904,Myopic Re-optimization,120.13256913056173
196,1002,balanced,myopic_reoptimization,33.68471651364962,Myopic Re-optimization,119.69374754367385
197,1002,balanced,myopic_reoptimization,34.33368981854278,Myopic Re-optimization,119.26263614102169
198,1002,balanced,myopic_reoptimization,35.05991966313729,Myopic Re-optimization,118.8395069124896
199,1002,balanced,myopic_reoptimization,35.84871143437181,Myopic Re-optimization,118.424552935099
0,1002,balanced,proposed_full,0.0,DCEE,0.0
1,1002,balanced,proposed_full,0.0,DCEE,0.0
2,1002,balanced,proposed_full,1.5127401181611155,DCEE,0.5042467060537051
3,1002,balanced,proposed_full,0.0,DCEE,0.3781850295402789
4,1002,balanced,proposed_full,0.0,DCEE,0.3025480236322231
5,1002,balanced,proposed_full,0.0,DCEE,0.25212335302685257
6,1002,balanced,proposed_full,0.0,DCEE,0.21610573116587364
7,1002,balanced,proposed_full,0.0,DCEE,0.18909251477013944
8,1002,balanced,proposed_full,1.4856630507948658,DCEE,0.3331559076617757
9,1002,balanced,proposed_full,1.87871254455402,DCEE,0.48771157135100013
10,1002,balanced,proposed_full,7.060507125041156,DCEE,1.085238439868287
11,1002,balanced,proposed_full,2.763175630888071,DCEE,1.2250665391199356
12,1002,balanced,proposed_full,0.456617514912125,DCEE,1.1659550757193349
13,1002,balanced,proposed_full,0.0,DCEE,1.0826725703108109
14,1002,balanced,proposed_full,0.0,DCEE,1.0104943989567567
15,1002,balanced,proposed_full,0.0067488790692209,DCEE,0.9477603039637859
16,1002,balanced,proposed_full,0.0,DCEE,0.892009697848269
17,1002,balanced,proposed_full,0.0,DCEE,0.8424536035233652
18,1002,balanced,proposed_full,0.0,DCEE,0.7981139401800302
19,1002,balanced,proposed_full,0.0,DCEE,0.7582082431710286
20,1002,balanced,proposed_full,0.0,DCEE,0.7221030887343131
21,1002,balanced,proposed_full,0.0,DCEE,0.6892802210645715
22,1002,balanced,proposed_full,0.0,DCEE,0.6593115158008945
23,1002,balanced,proposed_full,1.4370440210908555,DCEE,0.6917170368546429
24,1002,balanced,proposed_full,1.189622229398026,DCEE,0.7116332445563782
25,1002,balanced,proposed_full,0.0,DCEE,0.6842627351503636
26,1002,balanced,proposed_full,0.0,DCEE,0.6589196708855354
27,1002,balanced,proposed_full,0.0,DCEE,0.6353868254967663
28,1002,balanced,proposed_full,0.0,DCEE,0.613476934962395
29,1002,balanced,proposed_full,0.0,DCEE,0.5930277037969819
30,1002,balanced,proposed_full,0.002323115784236,DCEE,0.5739727170868932
31,1002,balanced,proposed_full,0.0164942188566215,DCEE,0.5565515140171973
32,1002,balanced,proposed_full,0.0254489219732363,DCEE,0.5404574960764712
33,1002,balanced,proposed_full,0.00874409363837,DCEE,0.5248188665929976
34,1002,balanced,proposed_full,0.0,DCEE,0.5098240418331977
35,1002,balanced,proposed_full,0.0,DCEE,0.49566226289338666
36,1002,balanced,proposed_full,0.0,DCEE,0.4822659855178897
37,1002,balanced,proposed_full,0.0,DCEE,0.46957477537268205
38,1002,balanced,proposed_full,0.0,DCEE,0.4575343965169723
39,1002,balanced,proposed_full,0.0,DCEE,0.44609603660404795
40,1002,balanced,proposed_full,0.0,DCEE,0.43521564546736385
41,1002,balanced,proposed_full,0.0,DCEE,0.4248533681943314
42,1002,balanced,proposed_full,0.0,DCEE,0.41497305730609113
43,1002,balanced,proposed_full,0.0,DCEE,0.4055418514582254
44,1002,balanced,proposed_full,0.0,DCEE,0.3965298103147093
45,1002,balanced,proposed_full,0.0,DCEE,0.38790959704699823
46,1002,balanced,proposed_full,0.0,DCEE,0.3796562013651472
47,1002,balanced,proposed_full,0.0,DCEE,0.37174669717004
48,1002,balanced,proposed_full,0.0,DCEE,0.3641600298808555
49,1002,balanced,proposed_full,0.0,DCEE,0.3568768292832384
50,1002,balanced,proposed_full,1346.5760549305687,DCEE,26.75333130185746
51,1002,balanced,proposed_full,0.0,DCEE,26.238844161437125
52,1002,balanced,proposed_full,1512.0098859023385,DCEE,54.27226004334093
53,1002,balanced,proposed_full,1525.1682441502371,DCEE,81.511074563839
54,1002,balanced,proposed_full,0.0,DCEE,80.02905502631467
55,1002,balanced,proposed_full,0.0,DCEE,78.59996475798762
56,1002,balanced,proposed_full,64.49275832993044,DCEE,78.35246990837258
57,1002,balanced,proposed_full,0.0,DCEE,77.00156525477995
58,1002,balanced,proposed_full,0.0,DCEE,75.6964539792752
59,1002,balanced,proposed_full,24.01904976744845,DCEE,74.83516390907809
60,1002,balanced,proposed_full,93.7805877320152,DCEE,75.14574462748689
61,1002,balanced,proposed_full,1.0095021410420486,DCEE,73.94999878093132
62,1002,balanced,proposed_full,8.04710161623916,DCEE,72.90392104815844
63,1002,balanced,proposed_full,0.0,DCEE,71.76479728178096
64,1002,balanced,proposed_full,0.0,DCEE,70.66072347744587
65,1002,balanced,proposed_full,0.151214142120807,DCEE,69.59239757842579
66,1002,balanced,proposed_full,0.0,DCEE,68.55370507725526
67,1002,balanced,proposed_full,0.0,DCEE,67.54556235553092
68,1002,balanced,proposed_full,0.0,DCEE,66.5666411619725
69,1002,balanced,proposed_full,0.0,DCEE,65.61568914537288
70,1002,balanced,proposed_full,0.0,DCEE,64.69152450952257
71,1002,balanced,proposed_full,0.0,DCEE,63.79303111355697
72,1002,balanced,proposed_full,0.0,DCEE,62.9191539750151
73,1002,balanced,proposed_full,0.0,DCEE,62.06889513751489
74,1002,balanced,proposed_full,0.0,DCEE,61.24130986901469
75,1002,balanced,proposed_full,0.0,DCEE,60.43550316021187
76,1002,balanced,proposed_full,0.0,DCEE,59.65062649579353
77,1002,balanced,proposed_full,0.0,DCEE,58.88587487405259
78,1002,balanced,proposed_full,0.0,DCEE,58.14048405286205
79,1002,balanced,proposed_full,0.0,DCEE,57.413728002201275
80,1002,balanced,proposed_full,0.0,DCEE,56.70491654538397
81,1002,balanced,proposed_full,0.0,DCEE,56.01339317287929
82,1002,balanced,proposed_full,0.0,DCEE,55.338533014169904
83,1002,balanced,proposed_full,19.51229021926156,DCEE,54.91203012375433
84,1002,balanced,proposed_full,1.2881016033743435,DCEE,54.28116037645574
85,1002,balanced,proposed_full,0.0,DCEE,53.649984093008584
86,1002,balanced,proposed_full,0.0,DCEE,53.0333176091809
87,1002,balanced,proposed_full,7.294844006642052,DCEE,52.513562227333864
88,1002,balanced,proposed_full,0.0,DCEE,51.92352220230764
89,1002,balanced,proposed_full,0.0,DCEE,51.34659417783756
90,1002,balanced,proposed_full,0.0,DCEE,50.78234589016901
91,1002,balanced,proposed_full,0.0,DCEE,50.230363869623694
92,1002,balanced,proposed_full,0.0,DCEE,49.69025243016538
93,1002,balanced,proposed_full,0.0,DCEE,49.16163272346149
94,1002,balanced,proposed_full,0.0,DCEE,48.64414185268821
95,1002,balanced,proposed_full,0.0,DCEE,48.13743204172271
96,1002,balanced,proposed_full,0.0,DCEE,47.641169855725565
97,1002,balanced,proposed_full,0.0,DCEE,47.15503546944265
98,1002,balanced,proposed_full,0.0,DCEE,46.67872197985233
99,1002,balanced,proposed_full,0.0,DCEE,46.2119347600538
100,1002,balanced,proposed_full,0.0,DCEE,45.75439085153842
101,1002,balanced,proposed_full,0.0,DCEE,45.30581839220961
102,1002,balanced,proposed_full,0.0,DCEE,44.86595607772214
103,1002,balanced,proposed_full,0.0,DCEE,44.43455265389788
104,1002,balanced,proposed_full,340.7043196690802,DCEE,47.256169482613906
105,1002,balanced,proposed_full,97.06431931842508,DCEE,47.72605768861212
106,1002,balanced,proposed_full,0.0,DCEE,47.280019766288646
107,1002,balanced,proposed_full,0.0,DCEE,46.84224180548968
108,1002,balanced,proposed_full,4.264022483248482,DCEE,46.45161594014802
109,1002,balanced,proposed_full,0.0,DCEE,46.029328522510305
110,1002,balanced,proposed_full,0.0,DCEE,45.61464988717238
111,1002,balanced,proposed_full,1.7549669981599436,DCEE,45.223045575663335
112,1002,balanced,proposed_full,0.0,DCEE,44.822841632515875
113,1002,balanced,proposed_full,0.0,DCEE,44.429658811178015
114,1002,balanced,proposed_full,0.0,DCEE,44.04331395195038
115,1002,balanced,proposed_full,0.0,DCEE,43.66363021098529
116,1002,balanced,proposed_full,0.0,DCEE,43.29043679037858
117,1002,balanced,proposed_full,0.0,DCEE,42.92356868198554
118,1002,balanced,proposed_full,0.0,DCEE,42.56286642415373
119,1002,balanced,proposed_full,64.49125649467351,DCEE,42.745603008074724
120,1002,balanced,proposed_full,1.2292186721206235,DCEE,42.402492393728
121,1002,balanced,proposed_full,0.0,DCEE,42.05493098066466
122,1002,balanced,proposed_full,0.0,DCEE,41.71302097269177
123,1002,balanced,proposed_full,0.0,DCEE,41.37662564226684
124,1002,balanced,proposed_full,0.0,DCEE,41.045612637128706
125,1002,balanced,proposed_full,0.0,DCEE,40.7198538066753
126,1002,balanced,proposed_full,0.0,DCEE,40.399225036543996
127,1002,balanced,proposed_full,0.0,DCEE,40.083606090946
128,1002,balanced,proposed_full,0.0,DCEE,39.772880462334015
129,1002,balanced,proposed_full,0.0,DCEE,39.46693522800837
130,1002,balanced,proposed_full,0.0,DCEE,39.16566091329074
131,1002,balanced,proposed_full,0.0,DCEE,38.86895136091733
132,1002,balanced,proposed_full,0.0,DCEE,38.57670360632397
133,1002,balanced,proposed_full,297.1205125341585,DCEE,40.50613501623318
134,1002,balanced,proposed_full,0.0,DCEE,40.20608957166849
135,1002,balanced,proposed_full,0.0,DCEE,39.9104565601121
136,1002,balanced,proposed_full,0.0,DCEE,39.61913935894341
137,1002,balanced,proposed_full,60.88652787747378,DCEE,39.77325086994725
138,1002,balanced,proposed_full,0.0,DCEE,39.48711237448
139,1002,balanced,proposed_full,0.0,DCEE,39.205061571805146
140,1002,balanced,proposed_full,0.0,DCEE,38.927011489735605
141,1002,balanced,proposed_full,0.0,DCEE,38.65287760600507
142,1002,balanced,proposed_full,0.0,DCEE,38.38257776260643
143,1002,balanced,proposed_full,0.4398887016141088,DCEE,38.11908686634954
144,1002,balanced,proposed_full,0.0,DCEE,37.856196612098856
145,1002,balanced,proposed_full,2.029623744534547,DCEE,37.61080912670458
146,1002,balanced,proposed_full,0.0,DCEE,37.35495328230523
147,1002,balanced,proposed_full,0.0,DCEE,37.10255494931668
148,1002,balanced,proposed_full,0.0,DCEE,36.85354451341523
149,1002,balanced,proposed_full,0.0,DCEE,36.60785421665913
150,1002,balanced,proposed_full,0.0,DCEE,36.365418096019
151,1002,balanced,proposed_full,0.0,DCEE,36.12617192433466
152,1002,balanced,proposed_full,0.0,DCEE,35.89005315358738
153,1002,balanced,proposed_full,0.0,DCEE,35.65700086038226
154,1002,balanced,proposed_full,0.0,DCEE,35.42695569354109
155,1002,balanced,proposed_full,0.0,DCEE,35.199859823710696
156,1002,balanced,proposed_full,0.0,DCEE,34.975656894897256
157,1002,balanced,proposed_full,24.278511797889223,DCEE,34.90795344491619
158,1002,balanced,proposed_full,0.0,DCEE,34.68840656790414
