profile,V,method,method_label,num_seeds,mean_penalty,mean_real_backlog,mean_virtual_backlog,mean_aoi_excess,mean_uncertainty_excess,mean_travel,mean_runtime_ms,solver_success_rate
balanced,4.0,proposed_full,DCEE,10,2.252850035911051,293.1253383164121,3521.874578258548,11.093833333333333,1.4476624877732232,8.848880814773086,131.45697469999777,1.0
balanced,8.0,proposed_full,DCEE,10,2.2065668830043514,266.70357887443004,3701.129549593739,11.327,1.7331598227967504,8.089532567091307,133.57735694999155,1.0
balanced,12.0,proposed_full,DCEE,10,2.204573616488696,237.92853838886285,3615.8959492705612,11.2355,1.5564314891077748,8.470626978893538,145.99910255002396,1.0
balanced,18.0,proposed_full,DCEE,10,2.170567342929568,215.80444159938673,3829.4933494941915,11.572833333333334,1.9001661295900254,7.968514894428107,145.0568275500218,1.0
balanced,24.0,proposed_full,DCEE,10,2.1574297554119433,204.5893864172923,3823.9529035929077,11.5655,1.8791431630567446,8.191326610813126,148.32971610001186,1.0
balanced,32.0,proposed_full,DCEE,10,2.1263285713150135,207.97746139728687,3866.5502886494205,11.584666666666667,1.93608795545077,7.801913291168726,160.14628194998838,1.0
balanced,48.0,proposed_full,DCEE,10,2.0817720698664353,210.94613311910183,3917.442335292127,11.6245,2.068557882317297,7.446949412920361,177.93546120002978,1.0
